year_id,team_id,games,ws_win,wins,team_name
1982,NYA,162,N,79,New York Yankees
1982,NYN,162,N,65,New York Mets
1982,OAK,162,N,68,Oakland Athletics
1982,PHI,162,N,89,Philadelphia Phillies
1982,PIT,162,N,84,Pittsburgh Pirates
1982,SDN,162,N,81,San Diego Padres
1982,SEA,162,N,76,Seattle Mariners
1982,SFN,162,N,87,San Francisco Giants
1982,SLN,162,Y,92,St. Louis Cardinals
1982,TEX,162,N,64,Texas Rangers
1982,TOR,162,N,78,Toronto Blue Jays
1983,ATL,162,N,88,Atlanta Braves
1983,BAL,162,Y,98,Baltimore Orioles
1983,BOS,162,N,78,Boston Red Sox
1983,CAL,162,N,70,California Angels
1983,CHA,162,N,99,Chicago White Sox
1983,CHN,162,N,71,Chicago Cubs
1983,CIN,162,N,74,Cincinnati Reds
1983,CLE,162,N,70,Cleveland Indians
1983,DET,162,N,92,Detroit Tigers
1983,HOU,162,N,85,Houston Astros
1983,KCA,163,N,79,Kansas City Royals
1983,LAN,163,N,91,Los Angeles Dodgers
1983,MIN,162,N,70,Minnesota Twins
1983,ML4,162,N,87,Milwaukee Brewers
1983,MON,163,N,82,Montreal Expos
1983,NYA,162,N,91,New York Yankees
1983,NYN,162,N,68,New York Mets
1983,OAK,162,N,74,Oakland Athletics
1983,PHI,163,N,90,Philadelphia Phillies
1983,PIT,162,N,84,Pittsburgh Pirates
1983,SDN,163,N,81,San Diego Padres
1983,SEA,162,N,60,Seattle Mariners
1983,SFN,162,N,79,San Francisco Giants
1983,SLN,162,N,79,St. Louis Cardinals
1983,TEX,163,N,77,Texas Rangers
1983,TOR,162,N,89,Toronto Blue Jays
1984,ATL,162,N,80,Atlanta Braves
1984,BAL,162,N,85,Baltimore Orioles
1984,BOS,162,N,86,Boston Red Sox
1984,CAL,162,N,81,California Angels
1984,CHA,162,N,74,Chicago White Sox
1984,CHN,161,N,96,Chicago Cubs
1984,CIN,162,N,70,Cincinnati Reds
1984,CLE,163,N,75,Cleveland Indians
1984,DET,162,Y,104,Detroit Tigers
1984,HOU,162,N,80,Houston Astros
1984,KCA,162,N,84,Kansas City Royals
1984,LAN,162,N,79,Los Angeles Dodgers
1984,MIN,162,N,81,Minnesota Twins
1984,ML4,161,N,67,Milwaukee Brewers
1984,MON,161,N,78,Montreal Expos
1984,NYA,162,N,87,New York Yankees
1984,NYN,162,N,90,New York Mets
1984,OAK,162,N,77,Oakland Athletics
1984,PHI,162,N,81,Philadelphia Phillies
1984,PIT,162,N,75,Pittsburgh Pirates
1984,SDN,162,N,92,San Diego Padres
1984,SEA,162,N,74,Seattle Mariners
1984,SFN,162,N,66,San Francisco Giants
1984,SLN,162,N,84,St. Louis Cardinals
1984,TEX,161,N,69,Texas Rangers
1984,TOR,163,N,89,Toronto Blue Jays
1985,ATL,162,N,66,Atlanta Braves
1985,BAL,161,N,83,Baltimore Orioles
1985,BOS,163,N,81,Boston Red Sox
1985,CAL,162,N,90,California Angels
1985,CHA,163,N,85,Chicago White Sox
1985,CHN,162,N,77,Chicago Cubs
1985,CIN,162,N,89,Cincinnati Reds
1985,CLE,162,N,60,Cleveland Indians
1985,DET,161,N,84,Detroit Tigers
1985,HOU,162,N,83,Houston Astros
1985,KCA,162,Y,91,Kansas City Royals
1985,LAN,162,N,95,Los Angeles Dodgers
1985,MIN,162,N,77,Minnesota Twins
1985,ML4,161,N,71,Milwaukee Brewers
1985,MON,161,N,84,Montreal Expos
1985,NYA,161,N,97,New York Yankees
1985,NYN,162,N,98,New York Mets
1985,OAK,162,N,77,Oakland Athletics
1985,PHI,162,N,75,Philadelphia Phillies
1985,PIT,161,N,57,Pittsburgh Pirates
1985,SDN,162,N,83,San Diego Padres
1985,SEA,162,N,74,Seattle Mariners
1985,SFN,162,N,62,San Francisco Giants
1985,SLN,162,N,101,St. Louis Cardinals
1985,TEX,161,N,62,Texas Rangers
1985,TOR,161,N,99,Toronto Blue Jays
1986,ATL,161,N,72,Atlanta Braves
1986,BAL,162,N,73,Baltimore Orioles
1986,BOS,161,N,95,Boston Red Sox
1986,CAL,162,N,92,California Angels
1986,CHA,162,N,72,Chicago White Sox
1986,CHN,160,N,70,Chicago Cubs
1986,CIN,162,N,86,Cincinnati Reds
1986,CLE,163,N,84,Cleveland Indians
1986,DET,162,N,87,Detroit Tigers
1986,HOU,162,N,96,Houston Astros
1986,KCA,162,N,76,Kansas City Royals
1986,LAN,162,N,73,Los Angeles Dodgers
1986,MIN,162,N,71,Minnesota Twins
1986,ML4,161,N,77,Milwaukee Brewers
1986,MON,161,N,78,Montreal Expos
1986,NYA,162,N,90,New York Yankees
1986,NYN,162,Y,108,New York Mets
1986,OAK,162,N,76,Oakland Athletics
1986,PHI,161,N,86,Philadelphia Phillies
1986,PIT,162,N,64,Pittsburgh Pirates
1986,SDN,162,N,74,San Diego Padres
1986,SEA,162,N,67,Seattle Mariners
1986,SFN,162,N,83,San Francisco Giants
1986,SLN,161,N,79,St. Louis Cardinals
1986,TEX,162,N,87,Texas Rangers
1986,TOR,163,N,86,Toronto Blue Jays
1987,ATL,161,N,69,Atlanta Braves
1987,BAL,162,N,67,Baltimore Orioles
1987,BOS,162,N,78,Boston Red Sox
1987,CAL,162,N,75,California Angels
1987,CHA,162,N,77,Chicago White Sox
1987,CHN,161,N,76,Chicago Cubs
1987,CIN,162,N,84,Cincinnati Reds
1987,CLE,162,N,61,Cleveland Indians
1987,DET,162,N,98,Detroit Tigers
1987,HOU,162,N,76,Houston Astros
1987,KCA,162,N,83,Kansas City Royals
1987,LAN,162,N,73,Los Angeles Dodgers
1987,MIN,162,Y,85,Minnesota Twins
1987,ML4,162,N,91,Milwaukee Brewers
1987,MON,162,N,91,Montreal Expos
1987,NYA,162,N,89,New York Yankees
1987,NYN,162,N,92,New York Mets
1987,OAK,162,N,81,Oakland Athletics
1987,PHI,162,N,80,Philadelphia Phillies
1987,PIT,162,N,80,Pittsburgh Pirates
1987,SDN,162,N,65,San Diego Padres
1987,SEA,162,N,78,Seattle Mariners
1987,SFN,162,N,90,San Francisco Giants
1987,SLN,162,N,95,St. Louis Cardinals
1987,TEX,162,N,75,Texas Rangers
1987,TOR,162,N,96,Toronto Blue Jays
1988,ATL,160,N,54,Atlanta Braves
1988,BAL,161,N,54,Baltimore Orioles
1988,BOS,162,N,89,Boston Red Sox
1988,CAL,162,N,75,California Angels
1988,CHA,161,N,71,Chicago White Sox
1988,CHN,163,N,77,Chicago Cubs
1988,CIN,161,N,87,Cincinnati Reds
1988,CLE,162,N,78,Cleveland Indians
1988,DET,162,N,88,Detroit Tigers
1988,HOU,162,N,82,Houston Astros
1988,KCA,161,N,84,Kansas City Royals
1988,LAN,162,Y,94,Los Angeles Dodgers
1988,MIN,162,N,91,Minnesota Twins
1988,ML4,162,N,87,Milwaukee Brewers
1988,MON,163,N,81,Montreal Expos
1988,NYA,161,N,85,New York Yankees
1988,NYN,160,N,100,New York Mets
1988,OAK,162,N,104,Oakland Athletics
1988,PHI,162,N,65,Philadelphia Phillies
1988,PIT,160,N,85,Pittsburgh Pirates
1988,SDN,161,N,83,San Diego Padres
1988,SEA,161,N,68,Seattle Mariners
1988,SFN,162,N,83,San Francisco Giants
1988,SLN,162,N,76,St. Louis Cardinals
1988,TEX,161,N,70,Texas Rangers
1988,TOR,162,N,87,Toronto Blue Jays
1989,ATL,161,N,63,Atlanta Braves
1989,BAL,162,N,87,Baltimore Orioles
1989,BOS,162,N,83,Boston Red Sox
1989,CAL,162,N,91,California Angels
1989,CHA,161,N,69,Chicago White Sox
1989,CHN,162,N,93,Chicago Cubs
1989,CIN,162,N,75,Cincinnati Reds
1989,CLE,162,N,73,Cleveland Indians
1989,DET,162,N,59,Detroit Tigers
1989,HOU,162,N,86,Houston Astros
1989,KCA,162,N,92,Kansas City Royals
1989,LAN,160,N,77,Los Angeles Dodgers
1989,MIN,162,N,80,Minnesota Twins
1989,ML4,162,N,81,Milwaukee Brewers
1989,MON,162,N,81,Montreal Expos
1989,NYA,161,N,74,New York Yankees
1989,NYN,162,N,87,New York Mets
1989,OAK,162,Y,99,Oakland Athletics
1989,PHI,163,N,67,Philadelphia Phillies
1989,PIT,164,N,74,Pittsburgh Pirates
1989,SDN,162,N,89,San Diego Padres
1989,SEA,162,N,73,Seattle Mariners
1989,SFN,162,N,92,San Francisco Giants
1989,SLN,164,N,86,St. Louis Cardinals
1989,TEX,162,N,83,Texas Rangers
1989,TOR,162,N,89,Toronto Blue Jays
1990,ATL,162,N,65,Atlanta Braves
1990,BAL,161,N,76,Baltimore Orioles
1990,BOS,162,N,88,Boston Red Sox
1990,CAL,162,N,80,California Angels
1990,CHA,162,N,94,Chicago White Sox
1990,CHN,162,N,77,Chicago Cubs
1990,CIN,162,Y,91,Cincinnati Reds
1990,CLE,162,N,77,Cleveland Indians
1990,DET,162,N,79,Detroit Tigers
1990,HOU,162,N,75,Houston Astros
1990,KCA,161,N,75,Kansas City Royals
1990,LAN,162,N,86,Los Angeles Dodgers
1990,MIN,162,N,74,Minnesota Twins
1990,ML4,162,N,74,Milwaukee Brewers
1990,MON,162,N,85,Montreal Expos
1990,NYA,162,N,67,New York Yankees
1990,NYN,162,N,91,New York Mets
1990,OAK,162,N,103,Oakland Athletics
1990,PHI,162,N,77,Philadelphia Phillies
1990,PIT,162,N,95,Pittsburgh Pirates
1990,SDN,162,N,75,San Diego Padres
1990,SEA,162,N,77,Seattle Mariners
1990,SFN,162,N,85,San Francisco Giants
1990,SLN,162,N,70,St. Louis Cardinals
1990,TEX,162,N,83,Texas Rangers
1990,TOR,162,N,86,Toronto Blue Jays
1991,ATL,162,N,94,Atlanta Braves
1991,BAL,162,N,67,Baltimore Orioles
1991,BOS,162,N,84,Boston Red Sox
1991,CAL,162,N,81,California Angels
1991,CHA,162,N,87,Chicago White Sox
1991,CHN,160,N,77,Chicago Cubs
1991,CIN,162,N,74,Cincinnati Reds
1991,CLE,162,N,57,Cleveland Indians
1991,DET,162,N,84,Detroit Tigers
1991,HOU,162,N,65,Houston Astros
1991,KCA,162,N,82,Kansas City Royals
1991,LAN,162,N,93,Los Angeles Dodgers
1991,MIN,162,Y,95,Minnesota Twins
1991,ML4,162,N,83,Milwaukee Brewers
1991,MON,161,N,71,Montreal Expos
1991,NYA,162,N,71,New York Yankees
1991,NYN,161,N,77,New York Mets
1991,OAK,162,N,84,Oakland Athletics
1991,PHI,162,N,78,Philadelphia Phillies
1991,PIT,162,N,98,Pittsburgh Pirates
1991,SDN,162,N,84,San Diego Padres
1991,SEA,162,N,83,Seattle Mariners
1991,SFN,162,N,75,San Francisco Giants
1991,SLN,162,N,84,St. Louis Cardinals
1991,TEX,162,N,85,Texas Rangers
1991,TOR,162,N,91,Toronto Blue Jays
1992,ATL,162,N,98,Atlanta Braves
1992,BAL,162,N,89,Baltimore Orioles
1992,BOS,162,N,73,Boston Red Sox
1992,CAL,162,N,72,California Angels
1992,CHA,162,N,86,Chicago White Sox
1992,CHN,162,N,78,Chicago Cubs
1992,CIN,162,N,90,Cincinnati Reds
1992,CLE,162,N,76,Cleveland Indians
1992,DET,162,N,75,Detroit Tigers
1992,HOU,162,N,81,Houston Astros
1992,KCA,162,N,72,Kansas City Royals
1992,LAN,162,N,63,Los Angeles Dodgers
1992,MIN,162,N,90,Minnesota Twins
1992,ML4,162,N,92,Milwaukee Brewers
1992,MON,162,N,87,Montreal Expos
1992,NYA,162,N,76,New York Yankees
1992,NYN,162,N,72,New York Mets
1992,OAK,162,N,96,Oakland Athletics
1992,PHI,162,N,70,Philadelphia Phillies
1992,PIT,162,N,96,Pittsburgh Pirates
1992,SDN,162,N,82,San Diego Padres
1992,SEA,162,N,64,Seattle Mariners
1992,SFN,162,N,72,San Francisco Giants
1992,SLN,162,N,83,St. Louis Cardinals
1992,TEX,162,N,77,Texas Rangers
1992,TOR,162,Y,96,Toronto Blue Jays
1993,ATL,162,N,104,Atlanta Braves
1993,BAL,162,N,85,Baltimore Orioles
1993,BOS,162,N,80,Boston Red Sox
1993,CAL,162,N,71,California Angels
1993,CHA,162,N,94,Chicago White Sox
1993,CHN,163,N,84,Chicago Cubs
1993,CIN,162,N,73,Cincinnati Reds
1993,CLE,162,N,76,Cleveland Indians
1993,COL,162,N,67,Colorado Rockies
1993,DET,162,N,85,Detroit Tigers
1993,FLO,162,N,64,Florida Marlins
1993,HOU,162,N,85,Houston Astros
1993,KCA,162,N,84,Kansas City Royals
1993,LAN,162,N,81,Los Angeles Dodgers
1993,MIN,162,N,71,Minnesota Twins
1993,ML4,162,N,69,Milwaukee Brewers
1993,MON,163,N,94,Montreal Expos
1993,NYA,162,N,88,New York Yankees
1993,NYN,162,N,59,New York Mets
1993,OAK,162,N,68,Oakland Athletics
1993,PHI,162,N,97,Philadelphia Phillies
1993,PIT,162,N,75,Pittsburgh Pirates
1993,SDN,162,N,61,San Diego Padres
1993,SEA,162,N,82,Seattle Mariners
1993,SFN,162,N,103,San Francisco Giants
1993,SLN,162,N,87,St. Louis Cardinals
1993,TEX,162,N,86,Texas Rangers
1993,TOR,162,Y,95,Toronto Blue Jays
1994,ATL,114,NA,68,Atlanta Braves
1994,BAL,112,NA,63,Baltimore Orioles
1994,BOS,115,NA,54,Boston Red Sox
1994,CAL,115,NA,47,California Angels
1994,CHA,113,NA,67,Chicago White Sox
1994,CHN,113,NA,49,Chicago Cubs
1994,CIN,115,NA,66,Cincinnati Reds
1994,CLE,113,NA,66,Cleveland Indians
1994,COL,117,NA,53,Colorado Rockies
1994,DET,115,NA,53,Detroit Tigers
1994,FLO,115,NA,51,Florida Marlins
1994,HOU,115,NA,66,Houston Astros
1994,KCA,115,NA,64,Kansas City Royals
1994,LAN,114,NA,58,Los Angeles Dodgers
1994,MIN,113,NA,53,Minnesota Twins
1994,ML4,115,NA,53,Milwaukee Brewers
1994,MON,114,NA,74,Montreal Expos
1994,NYA,113,NA,70,New York Yankees
1994,NYN,113,NA,55,New York Mets
1994,OAK,114,NA,51,Oakland Athletics
1994,PHI,115,NA,54,Philadelphia Phillies
1994,PIT,114,NA,53,Pittsburgh Pirates
1994,SDN,117,NA,47,San Diego Padres
1994,SEA,112,NA,49,Seattle Mariners
1994,SFN,115,NA,55,San Francisco Giants
1994,SLN,115,NA,53,St. Louis Cardinals
1994,TEX,114,NA,52,Texas Rangers
1994,TOR,115,NA,55,Toronto Blue Jays
1995,ATL,144,Y,90,Atlanta Braves
1995,BAL,144,N,71,Baltimore Orioles
1995,BOS,144,N,86,Boston Red Sox
1995,CAL,145,N,78,California Angels
1995,CHA,145,N,68,Chicago White Sox
1995,CHN,144,N,73,Chicago Cubs
1995,CIN,144,N,85,Cincinnati Reds
1995,CLE,144,N,100,Cleveland Indians
1995,COL,144,N,77,Colorado Rockies
1995,DET,144,N,60,Detroit Tigers
1995,FLO,143,N,67,Florida Marlins
1995,HOU,144,N,76,Houston Astros
1995,KCA,144,N,70,Kansas City Royals
1995,LAN,144,N,78,Los Angeles Dodgers
1995,MIN,144,N,56,Minnesota Twins
1995,ML4,144,N,65,Milwaukee Brewers
1995,MON,144,N,66,Montreal Expos
1995,NYA,145,N,79,New York Yankees
1995,NYN,144,N,69,New York Mets
1995,OAK,144,N,67,Oakland Athletics
1995,PHI,144,N,69,Philadelphia Phillies
1995,PIT,144,N,58,Pittsburgh Pirates
1995,SDN,144,N,70,San Diego Padres
1995,SEA,145,N,79,Seattle Mariners
1995,SFN,144,N,67,San Francisco Giants
1995,SLN,143,N,62,St. Louis Cardinals
1995,TEX,144,N,74,Texas Rangers
1995,TOR,144,N,56,Toronto Blue Jays
1996,ATL,162,N,96,Atlanta Braves
1996,BAL,163,N,88,Baltimore Orioles
1996,BOS,162,N,85,Boston Red Sox
1996,CAL,161,N,70,California Angels
1996,CHA,162,N,85,Chicago White Sox
1996,CHN,162,N,76,Chicago Cubs
1996,CIN,162,N,81,Cincinnati Reds
1996,CLE,161,N,99,Cleveland Indians
1996,COL,162,N,83,Colorado Rockies
1996,DET,162,N,53,Detroit Tigers
1996,FLO,162,N,80,Florida Marlins
1996,HOU,162,N,82,Houston Astros
1996,KCA,161,N,75,Kansas City Royals
1996,LAN,162,N,90,Los Angeles Dodgers
1996,MIN,162,N,78,Minnesota Twins
1996,ML4,162,N,80,Milwaukee Brewers
1996,MON,162,N,88,Montreal Expos
1996,NYA,162,Y,92,New York Yankees
1996,NYN,162,N,71,New York Mets
1996,OAK,162,N,78,Oakland Athletics
1996,PHI,162,N,67,Philadelphia Phillies
1996,PIT,162,N,73,Pittsburgh Pirates
1996,SDN,162,N,91,San Diego Padres
1996,SEA,161,N,85,Seattle Mariners
1996,SFN,162,N,68,San Francisco Giants
1996,SLN,162,N,88,St. Louis Cardinals
1996,TEX,163,N,90,Texas Rangers
1996,TOR,162,N,74,Toronto Blue Jays
1997,ANA,162,N,84,Anaheim Angels
1997,ATL,162,N,101,Atlanta Braves
1997,BAL,162,N,98,Baltimore Orioles
1997,BOS,162,N,78,Boston Red Sox
1997,CHA,161,N,80,Chicago White Sox
1997,CHN,162,N,68,Chicago Cubs
1997,CIN,162,N,76,Cincinnati Reds
1997,CLE,161,N,86,Cleveland Indians
1997,COL,162,N,83,Colorado Rockies
1997,DET,162,N,79,Detroit Tigers
1997,FLO,162,Y,92,Florida Marlins
1997,HOU,162,N,84,Houston Astros
1997,KCA,161,N,67,Kansas City Royals
1997,LAN,162,N,88,Los Angeles Dodgers
1997,MIN,162,N,68,Minnesota Twins
1997,ML4,161,N,78,Milwaukee Brewers
1997,MON,162,N,78,Montreal Expos
1997,NYA,162,N,96,New York Yankees
1997,NYN,162,N,88,New York Mets
1997,OAK,162,N,65,Oakland Athletics
1997,PHI,162,N,68,Philadelphia Phillies
1997,PIT,162,N,79,Pittsburgh Pirates
1997,SDN,162,N,76,San Diego Padres
1997,SEA,162,N,90,Seattle Mariners
1997,SFN,162,N,90,San Francisco Giants
1997,SLN,162,N,73,St. Louis Cardinals
1997,TEX,162,N,77,Texas Rangers
1997,TOR,162,N,76,Toronto Blue Jays
1998,ANA,162,N,85,Anaheim Angels
1998,ARI,162,N,65,Arizona Diamondbacks
1998,ATL,162,N,106,Atlanta Braves
1998,BAL,162,N,79,Baltimore Orioles
1998,BOS,162,N,92,Boston Red Sox
1998,CHA,163,N,80,Chicago White Sox
1998,CHN,163,N,90,Chicago Cubs
1998,CIN,162,N,77,Cincinnati Reds
1998,CLE,162,N,89,Cleveland Indians
1998,COL,162,N,77,Colorado Rockies
1998,DET,162,N,65,Detroit Tigers
1998,FLO,162,N,54,Florida Marlins
1998,HOU,162,N,102,Houston Astros
1998,KCA,161,N,72,Kansas City Royals
1998,LAN,162,N,83,Los Angeles Dodgers
1998,MIL,162,N,74,Milwaukee Brewers
1998,MIN,162,N,70,Minnesota Twins
1998,MON,162,N,65,Montreal Expos
1998,NYA,162,Y,114,New York Yankees
1998,NYN,162,N,88,New York Mets
1998,OAK,162,N,74,Oakland Athletics
1998,PHI,162,N,75,Philadelphia Phillies
1998,PIT,163,N,69,Pittsburgh Pirates
1998,SDN,162,N,98,San Diego Padres
1998,SEA,161,N,76,Seattle Mariners
1998,SFN,163,N,89,San Francisco Giants
1998,SLN,163,N,83,St. Louis Cardinals
1998,TBA,162,N,63,Tampa Bay Devil Rays
1998,TEX,162,N,88,Texas Rangers
1998,TOR,163,N,88,Toronto Blue Jays
1999,ANA,162,N,70,Anaheim Angels
1999,ARI,162,N,100,Arizona Diamondbacks
1999,ATL,162,N,103,Atlanta Braves
1999,BAL,162,N,78,Baltimore Orioles
1999,BOS,162,N,94,Boston Red Sox
1999,CHA,162,N,75,Chicago White Sox
1999,CHN,162,N,67,Chicago Cubs
1999,CIN,163,N,96,Cincinnati Reds
1999,CLE,162,N,97,Cleveland Indians
1999,COL,162,N,72,Colorado Rockies
1999,DET,161,N,69,Detroit Tigers
1999,FLO,162,N,64,Florida Marlins
1999,HOU,162,N,97,Houston Astros
1999,KCA,161,N,64,Kansas City Royals
1999,LAN,162,N,77,Los Angeles Dodgers
1999,MIL,161,N,74,Milwaukee Brewers
1999,MIN,161,N,63,Minnesota Twins
1999,MON,162,N,68,Montreal Expos
1999,NYA,162,Y,98,New York Yankees
1999,NYN,163,N,97,New York Mets
1999,OAK,162,N,87,Oakland Athletics
1999,PHI,162,N,77,Philadelphia Phillies
1999,PIT,161,N,78,Pittsburgh Pirates
1999,SDN,162,N,74,San Diego Padres
1999,SEA,162,N,79,Seattle Mariners
1999,SFN,162,N,86,San Francisco Giants
1999,SLN,161,N,75,St. Louis Cardinals
1999,TBA,162,N,69,Tampa Bay Devil Rays
1999,TEX,162,N,95,Texas Rangers
1999,TOR,162,N,84,Toronto Blue Jays
2000,ANA,162,N,82,Anaheim Angels
2000,ARI,162,N,85,Arizona Diamondbacks
2000,ATL,162,N,95,Atlanta Braves
2000,BAL,162,N,74,Baltimore Orioles
2000,BOS,162,N,85,Boston Red Sox
2000,CHA,162,N,95,Chicago White Sox
2000,CHN,162,N,65,Chicago Cubs
2000,CIN,163,N,85,Cincinnati Reds
2000,CLE,162,N,90,Cleveland Indians
2000,COL,162,N,82,Colorado Rockies
2000,DET,162,N,79,Detroit Tigers
2000,FLO,161,N,79,Florida Marlins
2000,HOU,162,N,72,Houston Astros
2000,KCA,162,N,77,Kansas City Royals
2000,LAN,162,N,86,Los Angeles Dodgers
2000,MIL,163,N,73,Milwaukee Brewers
2000,MIN,162,N,69,Minnesota Twins
2000,MON,162,N,67,Montreal Expos
2000,NYA,161,Y,87,New York Yankees
2000,NYN,162,N,94,New York Mets
2000,OAK,161,N,91,Oakland Athletics
2000,PHI,162,N,65,Philadelphia Phillies
2000,PIT,162,N,69,Pittsburgh Pirates
2000,SDN,162,N,76,San Diego Padres
2000,SEA,162,N,91,Seattle Mariners
2000,SFN,162,N,97,San Francisco Giants
2000,SLN,162,N,95,St. Louis Cardinals
2000,TBA,161,N,69,Tampa Bay Devil Rays
2000,TEX,162,N,71,Texas Rangers
2000,TOR,162,N,83,Toronto Blue Jays
2001,ANA,162,N,75,Anaheim Angels
2001,ARI,162,Y,92,Arizona Diamondbacks
2001,ATL,162,N,88,Atlanta Braves
2001,BAL,162,N,63,Baltimore Orioles
2001,BOS,161,N,82,Boston Red Sox
2001,CHA,162,N,83,Chicago White Sox
2001,CHN,162,N,88,Chicago Cubs
2001,CIN,162,N,66,Cincinnati Reds
2001,CLE,162,N,91,Cleveland Indians
2001,COL,162,N,73,Colorado Rockies
2001,DET,162,N,66,Detroit Tigers
2001,FLO,162,N,76,Florida Marlins
2001,HOU,162,N,93,Houston Astros
2001,KCA,162,N,65,Kansas City Royals
2001,LAN,162,N,86,Los Angeles Dodgers
2001,MIL,162,N,68,Milwaukee Brewers
2001,MIN,162,N,85,Minnesota Twins
2001,MON,162,N,68,Montreal Expos
2001,NYA,161,N,95,New York Yankees
2001,NYN,162,N,82,New York Mets
2001,OAK,162,N,102,Oakland Athletics
2001,PHI,162,N,86,Philadelphia Phillies
2001,PIT,162,N,62,Pittsburgh Pirates
2001,SDN,162,N,79,San Diego Padres
2001,SEA,162,N,116,Seattle Mariners
2001,SFN,162,N,90,San Francisco Giants
2001,SLN,162,N,93,St. Louis Cardinals
2001,TBA,162,N,62,Tampa Bay Devil Rays
2001,TEX,162,N,73,Texas Rangers
2001,TOR,162,N,80,Toronto Blue Jays
2002,ANA,162,Y,99,Anaheim Angels
2002,ARI,162,N,98,Arizona Diamondbacks
2002,ATL,161,N,101,Atlanta Braves
2002,BAL,162,N,67,Baltimore Orioles
2002,BOS,162,N,93,Boston Red Sox
2002,CHA,162,N,81,Chicago White Sox
2002,CHN,162,N,67,Chicago Cubs
2002,CIN,162,N,78,Cincinnati Reds
2002,CLE,162,N,74,Cleveland Indians
2002,COL,162,N,73,Colorado Rockies
2002,DET,161,N,55,Detroit Tigers
2002,FLO,162,N,79,Florida Marlins
2002,HOU,162,N,84,Houston Astros
2002,KCA,162,N,62,Kansas City Royals
2002,LAN,162,N,92,Los Angeles Dodgers
2002,MIL,162,N,56,Milwaukee Brewers
2002,MIN,161,N,94,Minnesota Twins
2002,MON,162,N,83,Montreal Expos
2002,NYA,161,N,103,New York Yankees
2002,NYN,161,N,75,New York Mets
2002,OAK,162,N,103,Oakland Athletics
2002,PHI,161,N,80,Philadelphia Phillies
2002,PIT,161,N,72,Pittsburgh Pirates
2002,SDN,162,N,66,San Diego Padres
2002,SEA,162,N,93,Seattle Mariners
2002,SFN,162,N,95,San Francisco Giants
2002,SLN,162,N,97,St. Louis Cardinals
2002,TBA,161,N,55,Tampa Bay Devil Rays
2002,TEX,162,N,72,Texas Rangers
2002,TOR,162,N,78,Toronto Blue Jays
2003,ANA,162,N,77,Anaheim Angels
2003,ARI,162,N,84,Arizona Diamondbacks
2003,ATL,162,N,101,Atlanta Braves
2003,BAL,163,N,71,Baltimore Orioles
2003,BOS,162,N,95,Boston Red Sox
2003,CHA,162,N,86,Chicago White Sox
2003,CHN,162,N,88,Chicago Cubs
2003,CIN,162,N,69,Cincinnati Reds
2003,CLE,162,N,68,Cleveland Indians
2003,COL,162,N,74,Colorado Rockies
2003,DET,162,N,43,Detroit Tigers
2003,FLO,162,Y,91,Florida Marlins
2003,HOU,162,N,87,Houston Astros
2003,KCA,162,N,83,Kansas City Royals
2003,LAN,162,N,85,Los Angeles Dodgers
2003,MIL,162,N,68,Milwaukee Brewers
2003,MIN,162,N,90,Minnesota Twins
2003,MON,162,N,83,Montreal Expos
2003,NYA,163,N,101,New York Yankees
2003,NYN,161,N,66,New York Mets
2003,OAK,162,N,96,Oakland Athletics
2003,PHI,162,N,86,Philadelphia Phillies
2003,PIT,162,N,75,Pittsburgh Pirates
2003,SDN,162,N,64,San Diego Padres
2003,SEA,162,N,93,Seattle Mariners
2003,SFN,161,N,100,San Francisco Giants
2003,SLN,162,N,85,St. Louis Cardinals
2003,TBA,162,N,63,Tampa Bay Devil Rays
2003,TEX,162,N,71,Texas Rangers
2003,TOR,162,N,86,Toronto Blue Jays
2004,ANA,162,N,92,Anaheim Angels
2004,ARI,162,N,51,Arizona Diamondbacks
2004,ATL,162,N,96,Atlanta Braves
2004,BAL,162,N,78,Baltimore Orioles
2004,BOS,162,Y,98,Boston Red Sox
2004,CHA,162,N,83,Chicago White Sox
2004,CHN,162,N,89,Chicago Cubs
2004,CIN,162,N,76,Cincinnati Reds
2004,CLE,162,N,80,Cleveland Indians
2004,COL,162,N,68,Colorado Rockies
2004,DET,162,N,72,Detroit Tigers
2004,FLO,162,N,83,Florida Marlins
2004,HOU,162,N,92,Houston Astros
2004,KCA,162,N,58,Kansas City Royals
2004,LAN,162,N,93,Los Angeles Dodgers
2004,MIL,161,N,67,Milwaukee Brewers
2004,MIN,162,N,92,Minnesota Twins
2004,MON,162,N,67,Montreal Expos
2004,NYA,162,N,101,New York Yankees
2004,NYN,162,N,71,New York Mets
2004,OAK,162,N,91,Oakland Athletics
2004,PHI,162,N,86,Philadelphia Phillies
2004,PIT,161,N,72,Pittsburgh Pirates
2004,SDN,162,N,87,San Diego Padres
2004,SEA,162,N,63,Seattle Mariners
2004,SFN,162,N,91,San Francisco Giants
2004,SLN,162,N,105,St. Louis Cardinals
2004,TBA,161,N,70,Tampa Bay Devil Rays
2004,TEX,162,N,89,Texas Rangers
2004,TOR,161,N,67,Toronto Blue Jays
2005,ARI,162,N,77,Arizona Diamondbacks
2005,ATL,162,N,90,Atlanta Braves
2005,BAL,162,N,74,Baltimore Orioles
2005,BOS,162,N,95,Boston Red Sox
2005,CHA,162,Y,99,Chicago White Sox
2005,CHN,162,N,79,Chicago Cubs
2005,CIN,163,N,73,Cincinnati Reds
2005,CLE,162,N,93,Cleveland Indians
